question1,value1,question2,value2,p_value,effect_size,test,segment,segment_valid,insight
What toys are you talking about right now?(Please tell us up to three toys or brands) What toys is your child talking about right now?(Please tell us up to three toys or brands) 1,Barbie,Qh - Qh - What is your age?,31.0,0.04335688335901405,,ANOVA,gender=Girl/Female,True,Barbie fans are more likely to say '31.0' is their favourite when it comes to qh - qh - what is your age?s.
age_group,6-9,Qh - Qh - What is your age?,35.0,3.861708709755843e-05,,ANOVA,gender=Girl/Female,True,6-9 fans are more likely to say '35.0' is their favourite when it comes to qh - qh - what is your age?s.
Qe - Qe - In total how many children (aged 2-9) live in your household? Boys,0.0,age_group,6-9,0.025338729676835602,0.22447510776985985,Chi-square,gender=Girl/Female,True,0.0 fans are 78% less likely to say '6-9' is their favourite when it comes to age groups.
Qe - Qe - In total how many children (aged 2-9) live in your household? Girls,1.0,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Listening to music,Everyday,8.14865733854153e-08,0.36821425593604445,Chi-square,gender=Girl/Female,True,1.0 fans are 63% less likely to say 'Everyday' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? listening to musics.
Which region of the UK do you live in?,North West,TAG008 - Which categories do most of your toys fit in? Which categories do most of your child's toys fit in?,Primarily plastic toys (no electronic component),0.019904888363532033,0.24835975725258477,Chi-square,gender=Girl/Female,True,North West fans are 75% less likely to say 'Primarily plastic toys (no electronic component)' is their favourite when it comes to tag008 - which categories do most of your toys fit in? which categories do most of your child's toys fit in?s.
QfUK - What is your child's ethnic group?,White - Includes any White background,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Listening to music,Everyday,0.036282914385949896,0.23541175970587672,Chi-square,gender=Girl/Female,True,White - Includes any White background fans are 76% less likely to say 'Everyday' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? listening to musics.
QfUK - What is your child's ethnic group?,White - Includes any White background,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Playing with toys and board games,Everyday,0.00732601385504974,0.22680514206837493,Chi-square,gender=Girl/Female,True,White - Includes any White background fans are 77% less likely to say 'Everyday' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? playing with toys and board gamess.
QfUK - What is your child's ethnic group?,White - Includes any White background,Please tell us three toys or toy brands that you like right now. Please tell us three toys or toy brands that your child likes right now. 1,Barbie,0.017552128505421913,0.7828255023530495,Chi-square,gender=Girl/Female,True,White - Includes any White background fans are 22% less likely to say 'Barbie' is their favourite when it comes to please tell us three toys or toy brands that you like right now. please tell us three toys or toy brands that your child likes right now. 1s.
HHI_UK - What is your annual household income? By this we mean the total annual income of everyone who lives in your household with you.,"£50,000 - £74,999",TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Watching TV shows made for kids and/or teens on a streaming service,Everyday,0.024806407309475132,0.27728685439978235,Chi-square,gender=Girl/Female,True,"£50,000 - £74,999 fans are 72% less likely to say 'Everyday' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? watching tv shows made for kids and/or teens on a streaming services."
HHI_UK - What is your annual household income? By this we mean the total annual income of everyone who lives in your household with you.,"£50,000 - £74,999",TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Listening to music,Everyday,0.03646373978255936,0.29951106363427554,Chi-square,gender=Girl/Female,True,"£50,000 - £74,999 fans are 70% less likely to say 'Everyday' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? listening to musics."
HHI_UK - What is your annual household income? By this we mean the total annual income of everyone who lives in your household with you.,"£50,000 - £74,999",Which one toy can you not live without? Which one toy can your child not live without?,1,0.039287082367518426,0.2522352082372943,Chi-square,gender=Girl/Female,True,"£50,000 - £74,999 fans are 75% less likely to say '1' is their favourite when it comes to which one toy can you not live without? which one toy can your child not live without?s."
HidParentChild - dummy to punch who will take the survey:,Parent,"TAG002 - Of all the activities you said you like doing, which one do you like the most? Of all the activities you said your child likes doing, which one do they like the most?",Watching YouTube,0.00533994520366312,0.3661659231977724,Chi-square,gender=Girl/Female,True,"Parent fans are 63% less likely to say 'Watching YouTube' is their favourite when it comes to tag002 - of all the activities you said you like doing, which one do you like the most? of all the activities you said your child likes doing, which one do they like the most?s."
HidParentChild - dummy to punch who will take the survey:,Parent,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Watching TV shows made for kids and/or teens at the time of broadcast on television,Everyday,0.0026502453861072493,0.3932564864905592,Chi-square,gender=Girl/Female,True,Parent fans are 61% less likely to say 'Everyday' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? watching tv shows made for kids and/or teens at the time of broadcast on televisions.
HidParentChild - dummy to punch who will take the survey:,Parent,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Playing with toys and board games,Everyday,5.575966740508946e-07,0.4434742541637965,Chi-square,gender=Girl/Female,True,Parent fans are 56% less likely to say 'Everyday' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? playing with toys and board gamess.
HidParentChild - dummy to punch who will take the survey:,Parent,TAG008 - Which categories do most of your toys fit in? Which categories do most of your child's toys fit in?,Primarily plastic toys (no electronic component),0.03415008452366495,0.2173544171799654,Chi-square,gender=Girl/Female,True,Parent fans are 78% less likely to say 'Primarily plastic toys (no electronic component)' is their favourite when it comes to tag008 - which categories do most of your toys fit in? which categories do most of your child's toys fit in?s.
HidParentChild - dummy to punch who will take the survey:,Parent,age_group,6-9,8.924565043888558e-25,0.5699345161077108,Fisher's Exact,gender=Girl/Female,True,Parent fans are 43% less likely to say '6-9' is their favourite when it comes to age groups.
TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Watching TV shows made for kids and/or teens at the time of broadcast on television,Everyday,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Listening to music,Everyday,0.02318428952016135,0.3585765488760989,Chi-square,gender=Girl/Female,True,Everyday fans are 64% less likely to say 'Everyday' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? listening to musics.
TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Watching TV shows made for kids and/or teens on a streaming service,Everyday,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Watching TV shows together as a family  on a streaming service,Several times a week,0.00015672445497918585,0.3324649454219858,Chi-square,gender=Girl/Female,True,Everyday fans are 67% less likely to say 'Several times a week' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? watching tv shows together as a family  on a streaming services.
TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Watching TV shows made for kids and/or teens on a streaming service,Everyday,Which one toy can you not live without? Which one toy can your child not live without?,1,0.006111783583962838,0.299106387810988,Chi-square,gender=Girl/Female,True,Everyday fans are 70% less likely to say '1' is their favourite when it comes to which one toy can you not live without? which one toy can your child not live without?s.
TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Watching TV shows together as a family at the time of broadcast on television,Everyday,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Watching TV shows together as a family  on a streaming service,Several times a week,5.114109112860334e-08,0.5726614438027228,Chi-square,gender=Girl/Female,True,Everyday fans are 43% less likely to say 'Several times a week' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? watching tv shows together as a family  on a streaming services.
TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Watching TV shows together as a family at the time of broadcast on television,Several times a week,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Watching YouTube,Everyday,0.024578434060121227,0.3648018473869028,Chi-square,gender=Girl/Female,True,Several times a week fans are 64% less likely to say 'Everyday' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? watching youtubes.
TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Watching TV shows together as a family at the time of broadcast on television,Several times a week,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Playing console games,At least once a week,0.025154594600215338,0.4646452581219525,Chi-square,gender=Girl/Female,True,Several times a week fans are 54% less likely to say 'At least once a week' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? playing console gamess.
TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Watching TV shows together as a family at the time of broadcast on television,Everyday,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Playing with toys and board games,Everyday,0.012491316865325683,0.33464153144457354,Chi-square,gender=Girl/Female,True,Everyday fans are 67% less likely to say 'Everyday' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? playing with toys and board gamess.
TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Watching TV shows together as a family at the time of broadcast on television,Several times a week,age_group,6-9,0.03796115502379069,0.3010226868948125,Chi-square,gender=Girl/Female,True,Several times a week fans are 70% less likely to say '6-9' is their favourite when it comes to age groups.
TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Watching TV shows together as a family  on a streaming service,Several times a week,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Playing console games,Several times a week,0.0321324910836284,0.3763683036421018,Chi-square,gender=Girl/Female,True,Several times a week fans are 62% less likely to say 'Several times a week' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? playing console gamess.
TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Watching YouTube,Everyday,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Playing console games,Several times a week,0.016558591902292606,0.43680647979540127,Chi-square,gender=Girl/Female,True,Everyday fans are 56% less likely to say 'Several times a week' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? playing console gamess.
TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Watching YouTube,Everyday,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Playing online games,Several times a week,0.0071097503694088435,0.4150273578784518,Chi-square,gender=Girl/Female,True,Everyday fans are 58% less likely to say 'Several times a week' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? playing online gamess.
TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Playing app games,Everyday,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Playing console games,Several times a week,0.011073629157979731,0.4387238681433146,Chi-square,gender=Girl/Female,True,Everyday fans are 56% less likely to say 'Several times a week' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? playing console gamess.
TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Playing console games,Everyday,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Playing with toys and board games,Everyday,0.003282236527115021,0.43062778283275743,Chi-square,gender=Girl/Female,True,Everyday fans are 57% less likely to say 'Everyday' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? playing with toys and board gamess.
TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Playing online games,Several times a week,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Reading,Everyday,0.018497681823291083,0.41081178342143543,Chi-square,gender=Girl/Female,True,Several times a week fans are 59% less likely to say 'Everyday' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? readings.
TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Playing online games,At least once a week,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Playing sport,At least once a week,0.03040566887659451,0.5021908161565477,Chi-square,gender=Girl/Female,True,At least once a week fans are 50% less likely to say 'At least once a week' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? playing sports.
TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Reading,Everyday,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Listening to music,Everyday,0.0008518542422418763,0.3562151474825445,Chi-square,gender=Girl/Female,True,Everyday fans are 64% less likely to say 'Everyday' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? listening to musics.
TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Playing/Spending time with friends,Several times a week,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Going out with my family,At least once a week,0.001912025199379723,0.3092223593038956,Chi-square,gender=Girl/Female,True,Several times a week fans are 69% less likely to say 'At least once a week' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? going out with my families.
TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Playing/Spending time with friends,Several times a week,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Playing with toys and board games,Everyday,9.036918748912685e-05,0.3102726895357912,Chi-square,gender=Girl/Female,True,Several times a week fans are 69% less likely to say 'Everyday' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? playing with toys and board gamess.
TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Playing/Spending time with friends,Several times a week,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Playing sport,At least once a week,0.004417442863601169,0.4628714724413247,Chi-square,gender=Girl/Female,True,Several times a week fans are 54% less likely to say 'At least once a week' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? playing sports.
TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Going out with my family,At least once a week,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Taking part in an organised activity,At least once a week,0.04273443267806966,0.3121275648467787,Chi-square,gender=Girl/Female,True,At least once a week fans are 69% less likely to say 'At least once a week' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? taking part in an organised activities.
TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Going out with my family,At least once a week,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Playing with toys and board games,Everyday,6.467345766853114e-11,0.3715356250080181,Chi-square,gender=Girl/Female,True,At least once a week fans are 63% less likely to say 'Everyday' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? playing with toys and board gamess.
TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Taking part in an organised activity,At least once a week,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Playing with toys and board games,Everyday,0.027419757889567572,0.3286503904280404,Chi-square,gender=Girl/Female,True,At least once a week fans are 67% less likely to say 'Everyday' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? playing with toys and board gamess.
TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Playing with toys and board games,Everyday,age_group,6-9,0.0014204649507251175,0.3170100314562343,Chi-square,gender=Girl/Female,True,Everyday fans are 68% less likely to say '6-9' is their favourite when it comes to age groups.
Which one toy can you not live without? Which one toy can your child not live without?,1,TAG008 - Which categories do most of your toys fit in? Which categories do most of your child's toys fit in?,Primarily plastic toys (no electronic component),0.0020945816133525253,0.27152088117624995,Chi-square,gender=Girl/Female,True,1 fans are 73% less likely to say 'Primarily plastic toys (no electronic component)' is their favourite when it comes to tag008 - which categories do most of your toys fit in? which categories do most of your child's toys fit in?s.
TAG008 - Which categories do most of your toys fit in? Which categories do most of your child's toys fit in?,Primarily plastic toys (no electronic component),age_group,6-9,0.03963725088420691,0.21390501615486077,Chi-square,gender=Girl/Female,True,Primarily plastic toys (no electronic component) fans are 79% less likely to say '6-9' is their favourite when it comes to age groups.
Qj - What is your gender?,Female,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Watching TV shows made for kids and/or teens at the time of broadcast on television,Everyday,0.011577983347808947,0.31427791072900907,Chi-square,gender=Boy/Male,True,Female fans are 69% less likely to say 'Everyday' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? watching tv shows made for kids and/or teens at the time of broadcast on televisions.
Qj - What is your gender?,Female,TAG008 - Which categories do most of your toys fit in? Which categories do most of your child's toys fit in?,Primarily plastic toys (no electronic component),0.0499072262152351,0.20840479747709942,Chi-square,gender=Boy/Male,True,Female fans are 79% less likely to say 'Primarily plastic toys (no electronic component)' is their favourite when it comes to tag008 - which categories do most of your toys fit in? which categories do most of your child's toys fit in?s.
Qe - Qe - In total how many children (aged 2-9) live in your household? Girls,0.0,Qh - Qh - What is your age?,34.0,0.015893030385927726,,ANOVA,gender=Boy/Male,True,0.0 fans are more likely to say '34.0' is their favourite when it comes to qh - qh - what is your age?s.
HidParentChild - dummy to punch who will take the survey:,Parent,Qh - Qh - What is your age?,34.0,0.0010233509341508044,0.5253378779732277,T-test,gender=Boy/Male,True,Parent fans are 47% less likely to say '34.0' is their favourite when it comes to qh - qh - what is your age?s.
"TAG002 - Of all the activities you said you like doing, which one do you like the most? Of all the activities you said your child likes doing, which one do they like the most?",Playing console games,Qh - Qh - What is your age?,34.0,0.021655419218166366,,ANOVA,gender=Boy/Male,True,Playing console games fans are more likely to say '34.0' is their favourite when it comes to qh - qh - what is your age?s.
age_group,6-9,Qh - Qh - What is your age?,34.0,9.196637346017425e-05,,ANOVA,gender=Boy/Male,True,6-9 fans are more likely to say '34.0' is their favourite when it comes to qh - qh - what is your age?s.
Qe - Qe - In total how many children (aged 2-9) live in your household? Girls,0.0,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Playing app games,Everyday,0.0013453977095497164,0.2960539291988587,Chi-square,gender=Boy/Male,True,0.0 fans are 70% less likely to say 'Everyday' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? playing app gamess.
QfUK - What is your child's ethnic group?,White - Includes any White background,HHI_UK - What is your annual household income? By this we mean the total annual income of everyone who lives in your household with you.,"£50,000 - £74,999",0.030534362098779116,0.22443957208757162,Chi-square,gender=Boy/Male,True,"White - Includes any White background fans are 78% less likely to say '£50,000 - £74,999' is their favourite when it comes to hhi uk - what is your annual household income? by this we mean the total annual income of everyone who lives in your household with you.s."
QfUK - What is your child's ethnic group?,White - Includes any White background,"TAG002 - Of all the activities you said you like doing, which one do you like the most? Of all the activities you said your child likes doing, which one do they like the most?",Playing console games,0.015290275174266033,0.30647908579562266,Chi-square,gender=Boy/Male,True,"White - Includes any White background fans are 69% less likely to say 'Playing console games' is their favourite when it comes to tag002 - of all the activities you said you like doing, which one do you like the most? of all the activities you said your child likes doing, which one do they like the most?s."
QfUK - What is your child's ethnic group?,White - Includes any White background,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Watching TV shows together as a family  on a streaming service,Several times a week,0.006505496270742204,0.28241697915416536,Chi-square,gender=Boy/Male,True,White - Includes any White background fans are 72% less likely to say 'Several times a week' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? watching tv shows together as a family  on a streaming services.
HHI_UK - What is your annual household income? By this we mean the total annual income of everyone who lives in your household with you.,"£50,000 - £74,999",HidParentChild - dummy to punch who will take the survey:,Parent,0.001789408862399073,0.31084160857420956,Chi-square,gender=Boy/Male,True,"£50,000 - £74,999 fans are 69% less likely to say 'Parent' is their favourite when it comes to hidparentchild - dummy to punch who will take the survey:s."
HidParentChild - dummy to punch who will take the survey:,Parent,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Playing with toys and board games,Everyday,0.013746548277411239,0.2791032500046084,Chi-square,gender=Boy/Male,True,Parent fans are 72% less likely to say 'Everyday' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? playing with toys and board gamess.
HidParentChild - dummy to punch who will take the survey:,Parent,TAG008 - Which categories do most of your toys fit in? Which categories do most of your child's toys fit in?,Primarily plastic toys (no electronic component),0.032475910228792926,0.21850027515606993,Chi-square,gender=Boy/Male,True,Parent fans are 78% less likely to say 'Primarily plastic toys (no electronic component)' is their favourite when it comes to tag008 - which categories do most of your toys fit in? which categories do most of your child's toys fit in?s.
HidParentChild - dummy to punch who will take the survey:,Parent,age_group,6-9,1.766557740522179e-17,0.4656906636281042,Fisher's Exact,gender=Boy/Male,True,Parent fans are 53% less likely to say '6-9' is their favourite when it comes to age groups.
"TAG002 - Of all the activities you said you like doing, which one do you like the most? Of all the activities you said your child likes doing, which one do they like the most?",Playing console games,age_group,6-9,0.0005142738427027674,0.40287098281247524,Chi-square,gender=Boy/Male,True,Playing console games fans are 60% less likely to say '6-9' is their favourite when it comes to age groups.
TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Watching TV shows made for kids and/or teens at the time of broadcast on television,Everyday,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Watching TV shows made for kids and/or teens on a streaming service,Everyday,2.2289882198514587e-09,0.4810167679601227,Chi-square,gender=Boy/Male,True,Everyday fans are 52% less likely to say 'Everyday' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? watching tv shows made for kids and/or teens on a streaming services.
TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Watching TV shows made for kids and/or teens at the time of broadcast on television,Everyday,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Watching TV shows together as a family at the time of broadcast on television,Several times a week,3.178378945119723e-05,0.44469036243699683,Chi-square,gender=Boy/Male,True,Everyday fans are 56% less likely to say 'Several times a week' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? watching tv shows together as a family at the time of broadcast on televisions.
TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Watching TV shows made for kids and/or teens at the time of broadcast on television,Everyday,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Watching TV shows together as a family  on a streaming service,Several times a week,0.013056191858133205,0.33595934202833067,Chi-square,gender=Boy/Male,True,Everyday fans are 66% less likely to say 'Several times a week' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? watching tv shows together as a family  on a streaming services.
TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Watching TV shows made for kids and/or teens at the time of broadcast on television,Everyday,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Playing with toys and board games,Several times a week,0.0013650024922794443,0.3158718831609448,Chi-square,gender=Boy/Male,True,Everyday fans are 68% less likely to say 'Several times a week' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? playing with toys and board gamess.
TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Watching TV shows made for kids and/or teens on a streaming service,Everyday,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Playing with toys and board games,Everyday,0.0059213665732329975,0.292712266082335,Chi-square,gender=Boy/Male,True,Everyday fans are 71% less likely to say 'Everyday' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? playing with toys and board gamess.
TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Watching TV shows together as a family at the time of broadcast on television,Several times a week,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Watching TV shows together as a family  on a streaming service,Several times a week,3.795143517867691e-08,0.5031368827362664,Chi-square,gender=Boy/Male,True,Several times a week fans are 50% less likely to say 'Several times a week' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? watching tv shows together as a family  on a streaming services.
TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Watching TV shows together as a family at the time of broadcast on television,Everyday,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Playing app games,Everyday,0.003550485267239723,0.38203816437810806,Chi-square,gender=Boy/Male,True,Everyday fans are 62% less likely to say 'Everyday' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? playing app gamess.
TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Watching TV shows together as a family at the time of broadcast on television,Everyday,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Listening to music,Everyday,0.01263888410729132,0.3779878658083564,Chi-square,gender=Boy/Male,True,Everyday fans are 62% less likely to say 'Everyday' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? listening to musics.
TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Watching TV shows together as a family at the time of broadcast on television,Several times a week,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Going out with my family,At least once a week,0.041444522761103546,0.32588854476348555,Chi-square,gender=Boy/Male,True,Several times a week fans are 67% less likely to say 'At least once a week' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? going out with my families.
TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Watching TV shows together as a family at the time of broadcast on television,Everyday,"TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Watching sport in person, e.g., in a stadium, at a venue",Several times a month,0.03546954778082868,0.4930124336443518,Chi-square,gender=Boy/Male,True,"Everyday fans are 51% less likely to say 'Several times a month' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? watching sport in person, e.g., in a stadium, at a venues."
TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Watching TV shows together as a family  on a streaming service,Several times a week,"TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Watching sport in person, e.g., in a stadium, at a venue",Several times a month,0.0055731146722353036,0.5016145750675635,Chi-square,gender=Boy/Male,True,"Several times a week fans are 50% less likely to say 'Several times a month' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? watching sport in person, e.g., in a stadium, at a venues."
TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Watching TV shows together as a family  on a streaming service,Several times a week,age_group,6-9,0.03812813406284,0.2969465854668535,Chi-square,gender=Boy/Male,True,Several times a week fans are 70% less likely to say '6-9' is their favourite when it comes to age groups.
TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Playing/Spending time with friends,Several times a week,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Going out with my family,At least once a week,0.0032137904377812906,0.28603104084416114,Chi-square,gender=Boy/Male,True,Several times a week fans are 71% less likely to say 'At least once a week' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? going out with my families.
TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Playing/Spending time with friends,Several times a week,TAG003 - TAG003 - How often do you do each of the following activities? How often does your child do each of the following activities? Playing sport,Several times a week,0.0015206972112665348,0.38329744435034035,Chi-square,gender=Boy/Male,True,Several times a week fans are 62% less likely to say 'Several times a week' is their favourite when it comes to tag003 - tag003 - how often do you do each of the following activities? how often does your child do each of the following activities? playing sports.
